animal_id;name;breed;species;age;gender;sos;image_url;shelter
126742;MILORD;Croisé / Autre, Bouledogue francais, Labrador (retriever);Chien;adult;male;true;https://www.la-spa.fr/app/app/uploads/animals/126742/milord-126742-67110dcadb515.jpg;La SPA - Refuge de Saint-Omer – Le Brockus
119403;DUNE CHAO12272;Croisé / Autre, Berger;Chien;junior;female;false;https://www.la-spa.fr/app/app/uploads/animals/119403/dune-chao12272-119403-6735efc4a2dd6.jpg;La SPA - Refuge de Chamarande
54696;IAXON HAA23838;Berger belge Malinois;Chien;senior;male;true;https://www.la-spa.fr/app/uploads/animals/54696/iaxon-haa23838-54696-65213d33f254c.jpg;La SPA - Refuge d'Hermeray
96747;Ghost paa21835;Dogue;Chien;junior;male;false;https://www.la-spa.fr/app/app/uploads/animals/96747/ghost-paa21835-96747-673f4586e0ad7.jpg;La SPA - Refuge de Plaisir
43811;FLASH;Labrador (retriever);Chien;adult;male;false;https://www.la-spa.fr/app/app/uploads/animals/43811/flash-43811-66fe567fd452f.jpg;La SPA - Refuge de Luynes – Tours
118726;YAGO;Croisé / Autre, Berger belge Malinois;Chien;senior;male;true;https://www.la-spa.fr/app/app/uploads/animals/118726/yago-118726-66b5b9e3360f2.jpg;La SPA - Refuge du Cotentin – Cherbourg
138782;LOUPY;Dogue argentin;Chien;adult;male;true;https://www.la-spa.fr/app/app/uploads/animals/138782/loupy-138782-6727b8606c235.jpg;La SPA - Refuge de Torreilles – Le Jardin de La Padrine
105040;MARSU;Labrador (retriever);Chien;adult;male;false;https://www.la-spa.fr/app/app/uploads/animals/105040/marsu-105040-66fd4bd951b92.jpg;La SPA - Refuge de Cholet – De l'Espérance
138785;POLLY;American Bully;Chien;junior;female;false;https://www.la-spa.fr/app/app/uploads/animals/138785/polly-138785-66fce9e05f6cd.jpg;La SPA - Refuge de Lorient-Inzinzac
144762;BAB;Berger;Chien;junior;male;false;https://www.la-spa.fr/app/app/uploads/animals/144762/bab-144762-673758fa4730f.jpg;La SPA - Refuge de Gennevilliers – Grammont
145843;MYSTIQUE;Berger allemand;Chien;adult;female;false;https://www.la-spa.fr/app/app/uploads/animals/145843/mystique-145843-674482a96fa56.jpg;La SPA - Refuge de Brugheas – Vichy
139240;RAGNAR;Croisé / Autre, Berger belge Malinois;Chien;adult;male;false;https://www.la-spa.fr/app/app/uploads/animals/139240/ragnar-139240-66ffe97441f1c.jpg;La SPA - Refuge de Forbach
129857;LILAS HAA24188;Croisé / Autre, Dogue;Chien;adult;female;false;https://www.la-spa.fr/app/app/uploads/animals/129857/lilas-haa24188-129857-66ffc249c9317.jpg;La SPA - Refuge d'Hermeray
139241;LADY;Croisé / Autre, Bull terrier;Chien;adult;female;true;https://www.la-spa.fr/app/app/uploads/animals/139241/lady-139241-6749e62dbbc84.jpg;La SPA - Refuge de Forbach
135098;LAIKA;American staffordshire;Chien;adult;female;true;https://www.la-spa.fr/app/app/uploads/animals/135098/laika-135098-66e0a7fcca521.jpg;La SPA - Refuge de Laon – Des Prés de Longuevalle
137018;BUCKY;Dogue;Chien;adult;male;true;https://www.la-spa.fr/app/app/uploads/animals/137018/bucky-137018-66eaa11f09306.jpg;La SPA - Refuge de Morée – Jean Leriche
